location	month	lot_num	artist	born_death	title	estimated_price	sold_price	sold_price_usd	image_url	image_path	description	artist_signature	medium	height_cm	length_cm	year_printed	provenance
New York	14November2017	333	Auguste Rodin	1840-1917	"Main droite No 1, petit modèle
"	USD 40,000 - USD 60,000	USD 51250	51250	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0333_000(auguste_rodin_main_droite_no_1_petit_modele).jpg	./resources/14November2017/Lot333.jpg	"['<span id=""main_center_0_lblLotDescription"">Auguste Rodin (1840-1917)', '\nMain droite N<sup>o</sup> 1, petit modèle', ""\nsigned 'A. Rodin' (on the right side); inscribed with foundry mark ' G.Rudier..Fond.Paris.' (on the wrist)"", '\nbronze with dark brown patina', '\nHeight: 4 5/8 in. (11.8 cm.)', '\nConceived by 1901; this bronze version cast in 1962', '\n</span>']"	signed 'A. Rodin' (on the right side); inscribed with foundry mark ' G.Rudier..Fond.Paris.' (on the wrist)	bronze with dark brown patina	11.8	11.8	Conceived by 1901; this bronze version cast in 1962	"Musée Rodin, Paris.
Edgardo Acosta Gallery, Beverly Hills (acquired from the above, April 1963).
Anon. sale, Sotheby Parke Bernet, Inc., New York, 7 June 1984, lot 23.
Acquired at the above sale by the present owner."
New York	14November2017	335	Eugène Boudin	1824-1898	"Trouville, Scène de plage
"	USD 180,000 - USD 250,000	USD 187500	187500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0335_000(eugene_boudin_trouville_scene_de_plage).jpg	./resources/14November2017/Lot335.jpg	"['<span id=""main_center_0_lblLotDescription"">Eugène Boudin (1824-1898)', '\nTrouville, Scène de plage', ""\nsigned 'E. Boudin' (lower right) and dated '80' (lower left)"", '\noil on cradled panel', '\n5 3/8 x 10 3/8 in. (13.8 x 26.5 cm.)', '\nPainted in 1880', '\n</span>']"	signed 'E. Boudin' (lower right) and dated '80' (lower left)	oil on cradled panel	13.8	26.5	Painted in 1880	"A.R. Ball, New York (by 1962).
Arthur Tooth & Sons, Ltd., London. 
Acquired from the above by the late owner."
New York	14November2017	336	Henri Fantin-Latour	1836-1904	"Fleurs de pommier
"	USD 100,000 - USD 150,000	USD 250000	250000	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0336_000(henri_fantin-latour_fleurs_de_pommier).jpg	./resources/14November2017/Lot336.jpg	"['<span id=""main_center_0_lblLotDescription"">Henri Fantin-Latour (1836-1904)', '\nFleurs de pommier', ""\nsigned and dated 'Fantin. 73.' (upper left)"", '\noil on canvas', '\n12 1/8 x 10 1/8 in. (30.5 x 25.7 cm.)', '\nPainted in 1873', '\n</span>']"	signed and dated 'Fantin. 73.' (upper left)	oil on canvas	30.5	25.7	Painted in 1873	"A.M. Heseltine, London.
John P. Heseltine, London (by descent from the above); sale, Sotheby & Co., London, 27 May 1935, lot 33.
Private collection, Scotland.
The Lefevre Gallery (Alex. Reid & Lefevre, Ltd.), London.
Acquired from the above by the late owner."
New York	14November2017	337	Honoré Daumier	1808-1879	"Une ronde d'enfants (Enfants dansant en rond—Ronde de jeunes filles)
"	USD 200,000 - USD 300,000	USD 250000	250000	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0337_000(honore_daumier_une_ronde_denfants).jpg	./resources/14November2017/Lot337.jpg	"['<span id=""main_center_0_lblLotDescription"">Honoré Daumier (1808-1879)', ""\nUne ronde d'enfants (Enfants dansant en rond—Ronde de jeunes filles)"", '\noil and charcoal on cradled panel', '\n10 5/8 x 8 ½ in. (26.9 x 21.6 cm.)', '\nPainted in 1850-1853', '\n</span>']"	oil and charcoal on cradled panel	10 5/8 x 8 ½ in. (26.9 x 21.6 cm.)	26.9	21.6	Painted in 1850-1853	"Louis Lemaire, Paris (by 1878 and until at least 1927).
Etienne Bignou, Paris (by 1928).
Sir William Burrell, Glasgow.
Wildenstein & Co., Inc., New York.
A. Conger Goodyear, New York (by 1930).
Dr. Stephen Goodyear, New York (by descent from the above).
Wildenstein & Co., Inc., New York.
Acquired by the family of the present owner, by 1968."
New York	14November2017	339	Édouard Vuillard	1868-1940	"Quatre personnages devant un parapet
"	USD 70,000 - USD 100,000	USD 187500	187500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0339_000(edouard_vuillard_quatre_personnages_devant_un_parapet).jpg	./resources/14November2017/Lot339.jpg	"['<span id=""main_center_0_lblLotDescription"">Édouard Vuillard (1868-1940)', '\nQuatre personnages devant un parapet', ""\nstamped twice with signature 'E. Vuillard' (Lugt 2497a; lower left and lower right)"", '\noil on board laid down on panel', '\n12 7/8 x 17 1/8 in. (39.7 x 43.8 cm.)', '\nPainted in 1901', '\n</span>']"	stamped twice with signature 'E. Vuillard' (Lugt 2497a; lower left and lower right)	oil on board laid down on panel	39.7	43.8	Painted in 1901	"Estate of the artist.
E.J. van Wisselingh & Co., Amsterdam.
H.P. Doodeheefver, Hilversum, Netherlands (1954).
Anon. sale, Sotheby & Co., London, 1 July 1959, lot 86.
Arthur Tooth & Sons, Ltd., London (acquired at the above sale).
Acquired from the above by the late owner."
New York	14November2017	340	Pierre-Auguste Renoir	1841-1919	"Chemin aux Collettes avec tilleul
"	USD 500,000 - USD 700,000	USD 708500	708500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0340_000(pierre-auguste_renoir_chemin_aux_collettes_avec_tilleul).jpg	./resources/14November2017/Lot340.jpg	"['<span id=""main_center_0_lblLotDescription"">Pierre-Auguste Renoir (1841-1919)', '\nChemin aux Collettes avec tilleul', ""\nstamped with signature 'Renoir.' (Lugt 2137b; lower right)"", '\noil on canvas', '\n13 3/8 x 18 ½ in. (34 x 47 cm.)', '\nPainted <i>circa</i> 1914', '\n</span>']"	stamped with signature 'Renoir.' (Lugt 2137b; lower right)	oil on canvas	34.0	47.0	Painted <i>circa</i> 1914	"Estate of the artist.
Bernheim-Jeune et Cie., Paris.
The Lefevre Gallery (Alex. Reid & Lefevre, Ltd.), London.
Acquired from the above by the late owner, circa 1970."
New York	14November2017	341	Auguste Rodin	1840-1917	"Nu féminin debout dit aussi ""Le Jour, Le jour, étude sans bras ni tête""
"	USD 12,000 - USD 18,000	USD 20000	20000	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0341_000(auguste_rodin_nu_feminin_debout_dit_aussi_le_jour_le_jour_etude_sans_b).jpg	./resources/14November2017/Lot341.jpg	"['<span id=""main_center_0_lblLotDescription"">Auguste Rodin (1840-1917)', '\nNu féminin debout dit aussi ""Le Jour, Le jour, étude sans bras ni tête""', ""\nsigned 'A. Rodin' (on the top of the base); inscribed and dated '© by musée Rodin 1958' (on the right side of the base); inscribed with foundry mark 'Georges Rudier. .Fondeur. Paris.' (on the back of the base); with raised signature 'A. Rodin' (on the underside)"", '\nbronze with dark brown patina', '\nHeight: 8 ¾ in. (22.3 cm.)', '\nConceived in 1882; this bronze version cast in 1958', '\n</span>']"	signed 'A. Rodin' (on the top of the base); inscribed and dated '© by musée Rodin 1958' (on the right side of the base); inscribed with foundry mark 'Georges Rudier. .Fondeur. Paris.' (on the back of the base); with raised signature 'A. Rodin' (on the underside)	bronze with dark brown patina	22.3	22.3	Conceived in 1882; this bronze version cast in 1958	"Musée Rodin, Paris.
Galerie Huguette Bérès, Paris (acquired from the above, March 1959).
The Lefevre Gallery (Alex. Reid & Lefevre, Ltd.), London (acquired from the above, 1959).
Acquired from the above by the late owner."
New York	14November2017	342	Armand Guillaumin	1841-1927	"La Seine à Charenton
"	USD 30,000 - USD 50,000	USD 50000	50000	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0342_000(armand_guillaumin_la_seine_a_charenton).jpg	./resources/14November2017/Lot342.jpg	"['<span id=""main_center_0_lblLotDescription"">Armand Guillaumin (1841-1927)', '\nLa Seine à Charenton', ""\nsigned 'Guillaumin' (lower right)"", '\noil on canvas', '\n9 5/8 x 14 in. (24.7 x 35.5 cm.)', '\nPainted <i>circa</i> 1878', '\n</span>']"	signed 'Guillaumin' (lower right)	oil on canvas	24.7	35.5	Painted <i>circa</i> 1878	"George Urion, Paris; sale, Galerie Georges Petit, Paris, 30 May 1927, lot 48.
Arthur Tooth & Sons, Ltd., London.
Acquired from the above by the late owner."
New York	14November2017	347	Albert Marquet	1875-1947	"Quai du Louvre, soleil pâle
"	USD 200,000 - USD 300,000	USD 396500	396500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0347_000(albert_marquet_quai_du_louvre_soleil_pale).jpg	./resources/14November2017/Lot347.jpg	"['<span id=""main_center_0_lblLotDescription"">Albert Marquet (1875-1947)', '\nQuai du Louvre, soleil pâle', '\nsigned ‘marquet’ (lower right)', '\noil on canvas', '\n19 5/8 x 24 in. (49.8 x 61 cm.)', '\nPainted in 1906', '\n</span>']"	signed ‘marquet’ (lower right)	oil on canvas	49.8	61.0	Painted in 1906	"Galerie Druet, Paris (acquired from the artist).
Dr. T. Keller, Paris (acquired from the above, February 1907).
Galerie Druet, Paris (acquired from the above).
Olivier Senn, Le Havre (acquired from the above, November 1909).
Private collection, France (by descent from the above).
Galerie Schmit, Paris. 
Acquired by the family of the present owners, 1973."
New York	14November2017	350	Albert André	1869-1954	"Dans le parc, bord de la Seine
"	USD 30,000 - USD 50,000	USD 32500	32500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0350_000(albert_andre_dans_le_parc_bord_de_la_seine).jpg	./resources/14November2017/Lot350.jpg	"['<span id=""main_center_0_lblLotDescription"">Albert André (1869-1954)', '\nDans le parc, bord de la Seine', '\noil on burlap', '\n28 ½ x 36 in. (72.5 x 91.5 cm.)', '\nPainted in 1903-1905', '\n</span>']"	oil on burlap	28 ½ x 36 in. (72.5 x 91.5 cm.)	72.5	91.5	Painted in 1903-1905	"Hirschl & Adler Galleries, Inc., New York.
Acquired from the above by the late owner, November 1958."
New York	14November2017	352	Pierre-Auguste Renoir	1841-1919	"Roses dans un vase de fleurs
"	USD 300,000 - USD 500,000	USD 432500	432500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0352_000(pierre-auguste_renoir_roses_dans_un_vase_de_fleurs).jpg	./resources/14November2017/Lot352.jpg	"['<span id=""main_center_0_lblLotDescription"">Pierre-Auguste Renoir (1841-1919)', '\nRoses dans un vase de fleurs', ""\nsigned 'Renoir.' (lower right)"", '\noil on canvas', '\n16 5/8 x 14 ½ in. (42.1 x 36.7 cm.)', '\n</span>']"	signed 'Renoir.' (lower right)	oil on canvas	42.1	36.7		"Galerie Daniel Malingue, Paris. 
Private collection, Europe (acquired from the above, 1983); Estate sale, Sotheby's, New York, 8 May 2014, lot 143.
Acquired at the above sale by the present owner."
New York	14November2017	354	Gustave Loiseau	1865-1935	"L’avant port de Fécamp (Normandie)
"	USD 25,000 - USD 35,000	USD 37500	37500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0354_000(gustave_loiseau_lavant_port_de_fecamp).jpg	./resources/14November2017/Lot354.jpg	"['<span id=""main_center_0_lblLotDescription"">Gustave Loiseau (1865-1935)', '\nL’avant port de Fécamp (Normandie)', ""\nsigned 'G Loiseau' (lower left)"", '\noil on canvas', '\n18 ¼ x 21 ¾ in. (46.3 x 55.1 cm. )', '\nPainted in Fécamp in 1920', '\n</span>']"	signed 'G Loiseau' (lower left)	oil on canvas	46.3	55.1	Painted in Fécamp in 1920	"Galerie Durand-Ruel et Cie., Paris (acquired from the artist, June 1920).
By descent from the above to the present owner."
New York	14November2017	355	Gustave Loiseau	1865-1935	"La Neige, Pontoise (Le pont du chemin de fer, effet de neige)
"	USD 50,000 - USD 70,000	USD 56250	56250	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0355_000(gustave_loiseau_la_neige_pontoise).jpg	./resources/14November2017/Lot355.jpg	"['<span id=""main_center_0_lblLotDescription"">Gustave Loiseau (1865-1935)', '\nLa Neige, Pontoise (Le pont du chemin de fer, effet de neige)', ""\nsigned 'G Loiseau' (lower left)"", '\noil on canvas', '\n23 5/8 x 31 7/8 in. (60 x 81 cm.)', '\nPainted in 1914', '\n</span>']"	signed 'G Loiseau' (lower left)	oil on canvas	60.0	81.0	Painted in 1914	"Galerie Durand-Ruel et Cie., Paris (acquired from the artist, March 1914).
By descent from the above to the present owner."
New York	14November2017	356	Gustave Loiseau	1865-1935	"Triel sur Seine
"	USD 40,000 - USD 60,000	USD 43750	43750	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0356_000(gustave_loiseau_triel_sur_seine).jpg	./resources/14November2017/Lot356.jpg	"['<span id=""main_center_0_lblLotDescription"">Gustave Loiseau (1865-1935)', '\nTriel sur Seine', ""\nsigned and dated 'G. Loiseau 1917' (lower right)"", '\noil on canvas', '\n23 ¾ x 23 7/8 in. (60.4 x 60.6 cm.)', '\nPainted in 1917', '\n</span>']"	signed and dated 'G. Loiseau 1917' (lower right)	oil on canvas	60.4	60.6	Painted in 1917	"Galerie Durand-Ruel et Cie., Paris (acquired from the artist, December 1919).
M. and Mme Fauvet, Paris (June 1972).
Charles Boisselier, Paris (November 1972).
Galerie Durand-Ruel et Cie., Paris (acquired from the above, February 1973).
By descent from the above to the present owner."
New York	14November2017	357	Gustave Loiseau	1865-1935	"Petite barque de pêche sur la plage d’Etretat
"	USD 50,000 - USD 70,000	USD 81250	81250	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0357_000(gustave_loiseau_petite_barque_de_peche_sur_la_plage_detretat).jpg	./resources/14November2017/Lot357.jpg	"['<span id=""main_center_0_lblLotDescription"">Gustave Loiseau (1865-1935)', '\nPetite barque de pêche sur la plage d’Etretat', ""\nsigned and dated 'G. Loiseau. 02' (lower left)"", '\noil on canvas', '\n21 ½ x 28 7/8 in. (54.4 x 73.2 cm.)', '\nPainted in 1902', '\n</span>']"	signed and dated 'G. Loiseau. 02' (lower left)	oil on canvas	54.4	73.2	Painted in 1902	"Galerie Durand-Ruel et Cie., Paris (acquired from the artist, January 1904).
By descent from the above to the present owner."
New York	14November2017	358	Eugène Boudin	1824-1898	"Villerville, Rivage, marée montante octobre
"	USD 300,000 - USD 500,000	USD 612500	612500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0358_000(eugene_boudin_villerville_rivage_maree_montante_octobre).jpg	./resources/14November2017/Lot358.jpg	"['<span id=""main_center_0_lblLotDescription"">Eugène Boudin (1824-1898)', '\nVillerville, Rivage, marée montante octobre', ""\nsigned, dated and inscribed 'E. Boudin - 93. 25 Octobre 93 Villerville' (lower right)"", '\noil on canvas', '\n21 7/8 x 36 ¼ in. (55.6 x 92.3 cm.)', '\nPainted on 25 October 1893', '\n</span>']"	signed, dated and inscribed 'E. Boudin - 93. 25 Octobre 93 Villerville' (lower right)	oil on canvas	55.6	92.3	Painted on 25 October 1893	"Galerie Durand-Ruel et Cie., Paris.
Dieterle collection, Paris.
E.J. van Wisselingh & Co., Amsterdam.
Gordon C. Edwards, Ottawa (by 1937).
M. Knoedler & Co., Inc. New York.
Mr. and Mrs. Arthur Murray, Honolulu (acquired from the above, by 1962).
Acquired from the above by the present owner, 2006."
New York	14November2017	359	Auguste Rodin	1840-1917	"Tête de Balzac au front dégagé et au menton fendu dit aussi Tête type H
"	USD 20,000 - USD 30,000	USD 18750	18750	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0359_000(auguste_rodin_tete_de_balzac_au_front_degage_et_au_menton_fendu_dit_au).jpg	./resources/14November2017/Lot359.jpg	"['<span id=""main_center_0_lblLotDescription"">Auguste Rodin (1840-1917)', '\nTête de Balzac au front dégagé et au menton fendu <i>dit aussi </i>Tête type H', ""\nsigned, numbered, inscribed and dated 'A. Rodin N<sup>o</sup> 9 .© by musée Rodin 1980.' (on the right shoulder); inscribed with foundry mark '.Georges Rudier. Fondeur. Paris.' (on the left shoulder); with raised signature 'A. Rodin' (on the underside)"", '\nbronze with dark brown patina', '\nHeight: 12 in. (30.5 cm.)', '\nConceived <i>circa</i> 1894; this bronze version cast in 1980', '\n</span>']"	signed, numbered, inscribed and dated 'A. Rodin N<sup>o</sup> 9 .© by musée Rodin 1980.' (on the right shoulder); inscribed with foundry mark '.Georges Rudier. Fondeur. Paris.' (on the left shoulder); with raised signature 'A. Rodin' (on the underside)	bronze with dark brown patina	30.5	30.5	Conceived <i>circa</i> 1894; this bronze version cast in 1980	"Musée Rodin, Paris.
Eric Sabers, New York (acquired from the above, February 1985).
Gertrude Stein Gallery, New York.
Anon. sale, Christie's, New York, 6 October 1988, lot 4.
Acquired at the above sale by the family of the present owner."
New York	14November2017	363	Claude Monet	1840-1926	"Nymphéas (fragment)
"	USD 250,000 - USD 350,000	USD 672500	672500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0363_000(claude_monet_nympheas).jpg	./resources/14November2017/Lot363.jpg	"['<span id=""main_center_0_lblLotDescription"">Claude Monet (1840-1926)', '\nNymphéas (fragment)', '\noil on canvas', '\n22 1/8 x 15 3/8 in. (59 x 39 cm.)', '\n</span>']"	oil on canvas	22 1/8 x 15 3/8 in. (59 x 39 cm.)	59.0	39.0		"Estate of the artist.
Michel Dedecker, France (December 1980).
Galerie Tuffier, Les Andelys, (1981).
Patrick Blanchon, Paris.
Anon. sale, Sotheby Parke Bernet Inc., New York, 21 May 1982, lot 304.
Leonard Andrews, Malvern, Pennsylvania (acquired at the above sale).
Private collection, Maine (acquired from the above, 1990); Estate sale, Skinner, Boston, 13 May 2016, lot 326.
Acquired at the above sale by present owner."
New York	14November2017	364	Edgar Degas	1834-1917	"Danse espagnole
"	USD 200,000 - USD 300,000	USD 360500	360500	https://www.christies.com/img/LotImages/2017/NYR/2017_NYR_15006_0364_000(edgar_degas_danse_espagnole).jpg	./resources/14November2017/Lot364.jpg	"['<span id=""main_center_0_lblLotDescription"">Edgar Degas (1834-1917)', '\nDanse espagnole', ""\nstamped with signature, numbered and stamped with foundry mark 'Degas 20/G A.A. HÉBRARD CIRE PERDUE ' (Lugt 658; on the top of the base)"", '\nbronze with dark brown and green patina', '\nHeight: 15 ¾ in. (40 cm.)', '\nOriginal wax model executed <i>circa</i> 1885; this bronze version cast at a later date in an edition numbered A to T, plus two casts reserved for the Degas heirs and the founder Hébrard, marked HER.D and HER respectively', '\n</span>']"	stamped with signature, numbered and stamped with foundry mark 'Degas 20/G A.A. HÉBRARD CIRE PERDUE ' (Lugt 658; on the top of the base)	bronze with dark brown and green patina	40.0	40.0	Original wax model executed <i>circa</i> 1885; this bronze version cast at a later date in an edition numbered A to T, plus two casts reserved for the Degas heirs and the founder Hébrard, marked HER.D and HER respectively	"Durand-Ruel Galleries, New York (December 1922).
P. Marianotti, Milan.
Private collection, Stockholm.
M. Knoedler & Co., Inc., New York (acquired from the above, March 1965).
Leonard Hutton Gallery, New York (acquired from the above, June 1968).
Harriet Griffin Gallery, New York. 
Acquired from the above by the present owner, March 1981."
